"","time","O3","NO2","Ox"
"874",2018-02-06,22,17,39
"875",2018-02-06,22,18,40
"876",2018-02-06,27,12,39
"877",2018-02-06,31,10,41
"878",2018-02-06,33,9,42
"879",2018-02-06,34,8,42
"880",2018-02-06,34,9,43
"881",2018-02-06,34,10,44
"882",2018-02-06,32,12,44
"883",2018-02-06,29,15,44
"884",2018-02-06,24,21,45
"885",2018-02-06,22,23,45
"886",2018-02-06,16,29,45
"887",2018-02-06,13,32,45
"888",2018-02-06,10,36,46
"889",2018-02-07,14,32,46
"890",2018-02-07,20,25,45
"891",2018-02-07,9,37,46
"892",2018-02-07,4,44,48
"893",2018-02-07,13,31,44
"894",2018-02-07,13,29,42
"895",2018-02-07,9,35,44
"896",2018-02-07,23,23,46
"897",2018-02-07,21,24,45
"898",2018-02-07,20,22,42
"899",2018-02-07,10,35,45
"900",2018-02-07,10,36,46
"901",2018-02-07,20,20,40
"902",2018-02-07,28,14,42
"903",2018-02-07,29,14,43
"904",2018-02-07,31,13,44
"905",2018-02-07,32,13,45
"906",2018-02-07,30,15,45
"907",2018-02-07,24,21,45
"908",2018-02-07,20,26,46
"909",2018-02-07,10,38,48
"910",2018-02-07,6,44,50
"911",2018-02-07,7,42,49
"912",2018-02-07,11,35,46
"913",2018-02-08,7,41,48
"914",2018-02-08,6,40,46
"915",2018-02-08,6,40,46
"916",2018-02-08,14,30,44
"917",2018-02-08,15,28,43
"918",2018-02-08,9,35,44
"919",2018-02-08,5,41,46
"920",2018-02-08,5,43,48
"921",2018-02-08,5,46,51
"922",2018-02-08,11,39,50
"923",2018-02-08,28,17,45
"924",2018-02-08,33,11,44
"925",2018-02-08,35,9,44
"926",2018-02-08,34,10,44
"927",2018-02-08,34,11,45
"928",2018-02-08,39,7,46
"929",2018-02-08,37,10,47
"930",2018-02-08,32,14,46
"931",2018-02-08,28,18,46
"932",2018-02-08,29,17,46
"933",2018-02-08,28,18,46
"934",2018-02-08,23,23,46
"935",2018-02-08,18,26,44
"936",2018-02-08,20,23,43
"937",2018-02-09,21,21,42
"938",2018-02-09,21,22,43
"939",2018-02-09,21,20,41
"940",2018-02-09,18,23,41
"941",2018-02-09,14,27,41
"942",2018-02-09,13,27,40
"943",2018-02-09,15,26,41
"944",2018-02-09,12,31,43
"945",2018-02-09,15,27,42
"946",2018-02-09,21,19,40
"947",2018-02-09,17,24,41
"948",2018-02-09,21,20,41
"949",2018-02-09,31,11,42
"950",2018-02-09,30,14,44
"951",2018-02-09,25,21,46
"952",2018-02-09,26,20,46
"953",2018-02-09,25,22,47
"954",2018-02-09,25,21,46
"955",2018-02-09,26,21,47
"956",2018-02-09,28,19,47
"957",2018-02-09,16,31,47
"958",2018-02-09,7,39,46
"959",2018-02-09,7,38,45
"960",2018-02-09,12,32,44
"961",2018-02-10,18,25,43
"962",2018-02-10,14,30,44
"963",2018-02-10,9,32,41
"964",2018-02-10,6,35,41
"965",2018-02-10,6,35,41
"966",2018-02-10,7,35,42
"967",2018-02-10,11,31,42
"968",2018-02-10,14,28,42
"969",2018-02-10,18,24,42
"970",2018-02-10,15,27,42
"971",2018-02-10,14,29,43
"972",2018-02-10,18,25,43
"973",2018-02-10,16,29,45
"974",2018-02-10,20,26,46
"975",2018-02-10,22,22,44
"976",2018-02-10,21,22,43
"977",2018-02-10,24,19,43
"978",2018-02-10,24,19,43
"979",2018-02-10,24,19,43
"980",2018-02-10,21,22,43
"981",2018-02-10,23,19,42
"982",2018-02-10,23,18,41
"983",2018-02-10,20,20,40
"984",2018-02-10,19,21,40
"985",2018-02-11,21,18,39
"986",2018-02-11,21,19,40
"987",2018-02-11,20,20,40
"988",2018-02-11,NA,NA,NA
"989",2018-02-11,22,19,41
"990",2018-02-11,20,19,39
"991",2018-02-11,27,14,41
"992",2018-02-11,33,9,42
"993",2018-02-11,32,9,41
"994",2018-02-11,31,10,41
"995",2018-02-11,30,9,39
"996",2018-02-11,30,9,39
"997",2018-02-11,29,9,38
"998",2018-02-11,27,11,38
"999",2018-02-11,27,11,38
"1000",2018-02-11,22,16,38
"1001",2018-02-11,18,20,38
"1002",2018-02-11,12,28,40
"1003",2018-02-11,16,23,39
"1004",2018-02-11,9,32,41
"1005",2018-02-11,24,17,41
"1006",2018-02-11,33,8,41
"1007",2018-02-11,34,8,42
"1008",2018-02-11,31,10,41
"1009",2018-02-12,33,8,41
"1010",2018-02-12,34,9,43
"1011",2018-02-12,33,9,42
"1012",2018-02-12,34,7,41
"1013",2018-02-12,32,10,42
"1014",2018-02-12,25,18,43
"1015",2018-02-12,18,26,44
"1016",2018-02-12,17,28,45
"1017",2018-02-12,19,27,46
"1018",2018-02-12,19,30,49
"1019",2018-02-12,25,23,48
"1020",2018-02-12,33,10,43
"1021",2018-02-12,36,6,42
"1022",2018-02-12,36,7,43
"1023",2018-02-12,35,8,43
"1024",2018-02-12,35,7,42
"1025",2018-02-12,34,8,42
"1026",2018-02-12,32,9,41
"1027",2018-02-12,29,13,42
"1028",2018-02-12,26,16,42
"1029",2018-02-12,20,22,42
"1030",2018-02-12,19,23,42
"1031",2018-02-12,13,29,42
"1032",2018-02-12,8,36,44
"1033",2018-02-13,10,33,43
"1034",2018-02-13,5,42,47
"1035",2018-02-13,7,39,46
"1036",2018-02-13,15,29,44
"1037",2018-02-13,7,39,46
"1038",2018-02-13,10,36,46
"1039",2018-02-13,12,32,44
"1040",2018-02-13,4,44,48
"1041",2018-02-13,6,43,49
"1042",2018-02-13,8,41,49
"1043",2018-02-13,23,20,43
"1044",2018-02-13,22,20,42
"1045",2018-02-13,29,14,43
"1046",2018-02-13,32,11,43
"1047",2018-02-13,31,13,44
"1048",2018-02-13,32,13,45
"1049",2018-02-13,31,14,45
"1050",2018-02-13,30,15,45
"1051",2018-02-13,29,16,45
"1052",2018-02-13,27,18,45
"1053",2018-02-13,28,17,45
"1054",2018-02-13,27,18,45
"1055",2018-02-13,25,19,44
"1056",2018-02-13,27,17,44
"1057",2018-02-14,27,16,43
"1058",2018-02-14,30,12,42
"1059",2018-02-14,28,14,42
"1060",2018-02-14,15,26,41
"1061",2018-02-14,14,26,40
"1062",2018-02-14,20,15,35
"1063",2018-02-14,19,16,35
"1064",2018-02-14,14,20,34
"1065",2018-02-14,15,18,33
"1066",2018-02-14,16,17,33
"1067",2018-02-14,22,12,34
"1068",2018-02-14,24,13,37
"1069",2018-02-14,26,14,40
"1070",2018-02-14,32,11,43
"1071",2018-02-14,32,13,45
"1072",2018-02-14,34,13,47
"1073",2018-02-14,35,12,47
"1074",2018-02-14,32,15,47
"1075",2018-02-14,32,16,48
"1076",2018-02-14,29,18,47
"1077",2018-02-14,28,17,45
"1078",2018-02-14,24,18,42
"1079",2018-02-14,23,17,40
"1080",2018-02-14,22,13,35
"1081",2018-02-15,22,13,35
"1082",2018-02-15,21,11,32
"1083",2018-02-15,19,11,30
"1084",2018-02-15,17,11,28
"1085",2018-02-15,13,13,26
"1086",2018-02-15,11,12,23
"1087",2018-02-15,8,13,21
"1088",2018-02-15,4,18,22
"1089",2018-02-15,9,17,26
"1090",2018-02-15,10,14,24
"1091",2018-02-15,11,13,24
"1092",2018-02-15,13,11,24
"1093",2018-02-15,14,11,25
"1094",2018-02-15,13,16,29
"1095",2018-02-15,14,17,31
"1096",2018-02-15,13,19,32
"1097",2018-02-15,12,21,33
"1098",2018-02-15,15,17,32
"1099",2018-02-15,10,24,34
"1100",2018-02-15,3,32,35
"1101",2018-02-15,7,26,33
"1102",2018-02-15,6,25,31
"1103",2018-02-15,11,21,32
"1104",2018-02-15,15,16,31
"1105",2018-02-16,19,13,32
"1106",2018-02-16,30,9,39
"1107",2018-02-16,29,11,40
"1108",2018-02-16,24,16,40
"1109",2018-02-16,26,14,40
"1110",2018-02-16,21,18,39
"1111",2018-02-16,24,15,39
"1112",2018-02-16,23,18,41
"1113",2018-02-16,25,12,37
"1114",2018-02-16,23,10,33
"1115",2018-02-16,27,8,35
"1116",2018-02-16,30,8,38
"1117",2018-02-16,32,7,39
"1118",2018-02-16,34,6,40
"1119",2018-02-16,35,5,40
"1120",2018-02-16,35,6,41
"1121",2018-02-16,35,6,41
"1122",2018-02-16,35,6,41
"1123",2018-02-16,33,7,40
"1124",2018-02-16,33,7,40
"1125",2018-02-16,30,10,40
"1126",2018-02-16,26,14,40
"1127",2018-02-16,21,20,41
"1128",2018-02-16,20,20,40
"1129",2018-02-17,16,23,39
"1130",2018-02-17,19,20,39
"1131",2018-02-17,20,17,37
"1132",2018-02-17,14,24,38
"1133",2018-02-17,14,24,38
"1134",2018-02-17,10,29,39
"1135",2018-02-17,15,23,38
"1136",2018-02-17,23,14,37
"1137",2018-02-17,27,9,36
"1138",2018-02-17,30,7,37
"1139",2018-02-17,32,6,38
"1140",2018-02-17,33,6,39
"1141",2018-02-17,33,6,39
"1142",2018-02-17,33,7,40
"1143",2018-02-17,34,6,40
"1144",2018-02-17,33,6,39
"1145",2018-02-17,32,7,39
"1146",2018-02-17,32,7,39
"1147",2018-02-17,31,7,38
"1148",2018-02-17,23,15,38
"1149",2018-02-17,24,12,36
"1150",2018-02-17,25,10,35
"1151",2018-02-17,15,20,35
"1152",2018-02-17,19,15,34
"1153",2018-02-18,22,11,33
"1154",2018-02-18,25,10,35
"1155",2018-02-18,26,9,35
"1156",2018-02-18,NA,NA,NA
"1157",2018-02-18,19,17,36
"1158",2018-02-18,17,19,36
"1159",2018-02-18,18,17,35
"1160",2018-02-18,19,20,39
"1161",2018-02-18,24,16,40
"1162",2018-02-18,27,12,39
"1163",2018-02-18,32,6,38
"1164",2018-02-18,34,5,39
"1165",2018-02-18,35,5,40
"1166",2018-02-18,35,6,41
"1167",2018-02-18,36,5,41
"1168",2018-02-18,35,6,41
"1169",2018-02-18,35,6,41
"1170",2018-02-18,36,8,44
"1171",2018-02-18,35,8,43
"1172",2018-02-18,35,9,44
"1173",2018-02-18,35,9,44
"1174",2018-02-18,31,14,45
"1175",2018-02-18,29,14,43
"1176",2018-02-18,25,17,42
"1177",2018-02-19,23,18,41
"1178",2018-02-19,22,18,40
"1179",2018-02-19,23,15,38
"1180",2018-02-19,19,19,38
"1181",2018-02-19,17,22,39
"1182",2018-02-19,16,22,38
"1183",2018-02-19,11,28,39
"1184",2018-02-19,10,29,39
"1185",2018-02-19,12,26,38
"1186",2018-02-19,18,19,37
"1187",2018-02-19,17,21,38
"1188",2018-02-19,15,23,38
"1189",2018-02-19,10,28,38
"1190",2018-02-19,12,26,38
"1191",2018-02-19,13,23,36
"1192",2018-02-19,16,20,36
"1193",2018-02-19,13,23,36
"1194",2018-02-19,10,25,35
"1195",2018-02-19,5,30,35
"1196",2018-02-19,8,26,34
"1197",2018-02-19,9,25,34
"1198",2018-02-19,6,28,34
"1199",2018-02-19,4,30,34
"1200",2018-02-19,2,30,32
"1201",2018-02-20,1,30,31
"1202",2018-02-20,5,25,30
"1203",2018-02-20,8,18,26
"1204",2018-02-20,4,23,27
"1205",2018-02-20,7,18,25
"1206",2018-02-20,5,21,26
"1207",2018-02-20,1,27,28
"1208",2018-02-20,1,30,31
"1209",2018-02-20,5,23,28
"1210",2018-02-20,7,18,25
"1211",2018-02-20,10,16,26
"1212",2018-02-20,12,14,26
"1213",2018-02-20,13,13,26
"1214",2018-02-20,14,13,27
"1215",2018-02-20,15,12,27
"1216",2018-02-20,16,12,28
"1217",2018-02-20,18,10,28
"1218",2018-02-20,19,10,29
"1219",2018-02-20,20,10,30
"1220",2018-02-20,18,12,30
"1221",2018-02-20,18,11,29
"1222",2018-02-20,20,10,30
"1223",2018-02-20,23,6,29
"1224",2018-02-20,24,6,30
"1225",2018-02-21,26,6,32
"1226",2018-02-21,18,13,31
"1227",2018-02-21,16,14,30
"1228",2018-02-21,16,14,30
"1229",2018-02-21,19,9,28
"1230",2018-02-21,12,16,28
"1231",2018-02-21,7,21,28
"1232",2018-02-21,15,9,24
"1233",2018-02-21,16,8,24
"1234",2018-02-21,17,8,25
"1235",2018-02-21,20,8,28
"1236",2018-02-21,24,6,30
"1237",2018-02-21,29,6,35
"1238",2018-02-21,28,7,35
"1239",2018-02-21,27,8,35
"1240",2018-02-21,30,6,36
"1241",2018-02-21,28,9,37
"1242",2018-02-21,26,12,38
"1243",2018-02-21,26,11,37
"1244",2018-02-21,21,17,38
"1245",2018-02-21,20,17,37
"1246",2018-02-21,23,14,37
"1247",2018-02-21,24,13,37
"1248",2018-02-21,27,9,36
"1249",2018-02-22,29,7,36
"1250",2018-02-22,31,7,38
"1251",2018-02-22,30,7,37
"1252",2018-02-22,29,9,38
"1253",2018-02-22,28,10,38
"1254",2018-02-22,28,10,38
"1255",2018-02-22,23,15,38
"1256",2018-02-22,15,24,39
"1257",2018-02-22,14,25,39
"1258",2018-02-22,15,22,37
"1259",2018-02-22,18,17,35
"1260",2018-02-22,24,12,36
"1261",2018-02-22,27,11,38
"1262",2018-02-22,26,10,36
"1263",2018-02-22,28,11,39
"1264",2018-02-22,30,9,39
"1265",2018-02-22,30,9,39
"1266",2018-02-22,29,11,40
"1267",2018-02-22,25,14,39
"1268",2018-02-22,25,14,39
"1269",2018-02-22,27,12,39
"1270",2018-02-22,28,11,39
"1271",2018-02-22,30,9,39
"1272",2018-02-22,29,9,38
"1273",2018-02-23,30,8,38
"1274",2018-02-23,30,8,38
"1275",2018-02-23,31,7,38
"1276",2018-02-23,30,7,37
"1277",2018-02-23,27,7,34
"1278",2018-02-23,26,7,33
"1279",2018-02-23,24,8,32
"1280",2018-02-23,22,11,33
"1281",2018-02-23,19,13,32
"1282",2018-02-23,17,14,31
"1283",2018-02-23,18,14,32
"1284",2018-02-23,19,13,32
"1285",2018-02-23,15,17,32
"1286",2018-02-23,12,20,32
"1287",2018-02-23,7,25,32
"1288",2018-02-23,3,31,34
"1289",2018-02-23,5,25,30
"1290",2018-02-23,4,24,28
"1291",2018-02-23,1,28,29
"1292",2018-02-23,1,27,28
"1293",2018-02-23,3,22,25
"1294",2018-02-23,10,14,24
"1295",2018-02-23,11,14,25
"1296",2018-02-23,11,14,25
"1297",2018-02-24,16,9,25
"1298",2018-02-24,21,7,28
"1299",2018-02-24,23,6,29
"1300",2018-02-24,23,7,30
"1301",2018-02-24,20,10,30
"1302",2018-02-24,19,10,29
"1303",2018-02-24,16,13,29
"1304",2018-02-24,21,10,31
"1305",2018-02-24,25,11,36
"1306",2018-02-24,29,10,39
"1307",2018-02-24,31,7,38
"1308",2018-02-24,33,6,39
"1309",2018-02-24,32,9,41
"1310",2018-02-24,33,9,42
"1311",2018-02-24,32,10,42
"1312",2018-02-24,32,10,42
"1313",2018-02-24,31,11,42
"1314",2018-02-24,30,13,43
"1315",2018-02-24,27,15,42
"1316",2018-02-24,28,13,41
"1317",2018-02-24,27,14,41
"1318",2018-02-24,30,10,40
"1319",2018-02-24,31,7,38
"1320",2018-02-24,32,7,39
"1321",2018-02-25,31,5,36
"1322",2018-02-25,31,5,36
"1323",2018-02-25,30,5,35
"1324",2018-02-25,NA,NA,NA
"1325",2018-02-25,26,5,31
"1326",2018-02-25,24,5,29
"1327",2018-02-25,21,6,27
"1328",2018-02-25,20,7,27
"1329",2018-02-25,18,8,26
"1330",2018-02-25,18,10,28
"1331",2018-02-25,18,9,27
"1332",2018-02-25,24,9,33
"1333",2018-02-25,30,5,35
"1334",2018-02-25,33,5,38
"1335",2018-02-25,36,4,40
"1336",2018-02-25,35,5,40
"1337",2018-02-25,34,6,40
"1338",2018-02-25,34,8,42
"1339",2018-02-25,31,11,42
"1340",2018-02-25,31,9,40
"1341",2018-02-25,30,10,40
"1342",2018-02-25,29,8,37
"1343",2018-02-25,24,12,36
"1344",2018-02-25,27,9,36
"1345",2018-02-26,34,6,40
"1346",2018-02-26,24,10,34
"1347",2018-02-26,22,9,31
"1348",2018-02-26,20,11,31
"1349",2018-02-26,20,12,32
"1350",2018-02-26,22,9,31
"1351",2018-02-26,16,16,32
"1352",2018-02-26,14,21,35
"1353",2018-02-26,16,22,38
"1354",2018-02-26,31,9,40
"1355",2018-02-26,35,6,41
"1356",2018-02-26,34,7,41
"1357",2018-02-26,37,5,42
"1358",2018-02-26,39,4,43
"1359",2018-02-26,39,5,44
"1360",2018-02-26,39,5,44
"1361",2018-02-26,39,4,43
"1362",2018-02-26,39,6,45
"1363",2018-02-26,34,10,44
"1364",2018-02-26,28,16,44
"1365",2018-02-26,23,23,46
"1366",2018-02-26,15,31,46
"1367",2018-02-26,14,30,44
"1368",2018-02-26,8,37,45
"1369",2018-02-27,10,33,43
"1370",2018-02-27,5,39,44
"1371",2018-02-27,5,35,40
"1372",2018-02-27,5,35,40
"1373",2018-02-27,3,37,40
"1374",2018-02-27,3,37,40
"1375",2018-02-27,2,38,40
"1376",2018-02-27,2,38,40
"1377",2018-02-27,5,36,41
"1378",2018-02-27,12,29,41
"1379",2018-02-27,16,24,40
"1380",2018-02-27,22,20,42
"1381",2018-02-27,29,14,43
"1382",2018-02-27,34,11,45
"1383",2018-02-27,39,9,48
"1384",2018-02-27,43,6,49
"1385",2018-02-27,41,7,48
"1386",2018-02-27,39,9,48
"1387",2018-02-27,37,11,48
"1388",2018-02-27,37,11,48
"1389",2018-02-27,36,11,47
"1390",2018-02-27,32,15,47
"1391",2018-02-27,30,16,46
"1392",2018-02-27,32,14,46
"1393",2018-02-28,35,10,45
"1394",2018-02-28,35,9,44
"1395",2018-02-28,34,10,44
"1396",2018-02-28,34,9,43
"1397",2018-02-28,32,11,43
"1398",2018-02-28,30,12,42
"1399",2018-02-28,25,17,42
"1400",2018-02-28,25,18,43
"1401",2018-02-28,22,22,44
"1402",2018-02-28,25,17,42
"1403",2018-02-28,26,17,43
"1404",2018-02-28,23,21,44
"1405",2018-02-28,29,17,46
"1406",2018-02-28,35,11,46
"1407",2018-02-28,36,11,47
"1408",2018-02-28,33,12,45
"1409",2018-02-28,32,14,46
"1410",2018-02-28,37,10,47
"1411",2018-02-28,32,13,45
"1412",2018-02-28,34,11,45
"1413",2018-02-28,33,11,44
"1414",2018-02-28,31,10,41
"1415",2018-02-28,31,8,39
"1416",2018-02-28,31,7,38
"1417",2018-03-01,32,6,38
"1418",2018-03-01,30,8,38
"1419",2018-03-01,30,7,37
"1420",2018-03-01,30,7,37
"1421",2018-03-01,27,9,36
"1422",2018-03-01,26,10,36
"1423",2018-03-01,20,18,38
"1424",2018-03-01,18,20,38
"1425",2018-03-01,22,17,39
"1426",2018-03-01,27,13,40
"1427",2018-03-01,31,10,41
"1428",2018-03-01,31,9,40
"1429",2018-03-01,31,10,41
"1430",2018-03-01,32,9,41
"1431",2018-03-01,32,9,41
"1432",2018-03-01,30,11,41
"1433",2018-03-01,29,13,42
"1434",2018-03-01,28,15,43
"1435",2018-03-01,27,15,42
"1436",2018-03-01,19,23,42
"1437",2018-03-01,26,16,42
"1438",2018-03-01,36,6,42
"1439",2018-03-01,35,7,42
"1440",2018-03-01,31,8,39
"1441",2018-03-02,29,9,38
"1442",2018-03-02,30,8,38
"1443",2018-03-02,31,8,39
"1444",2018-03-02,31,9,40
"1445",2018-03-02,30,8,38
"1446",2018-03-02,29,10,39
"1447",2018-03-02,28,11,39
"1448",2018-03-02,31,9,40
"1449",2018-03-02,29,10,39
"1450",2018-03-02,30,8,38
"1451",2018-03-02,32,7,39
"1452",2018-03-02,33,7,40
"1453",2018-03-02,34,6,40
"1454",2018-03-02,35,5,40
"1455",2018-03-02,35,6,41
"1456",2018-03-02,35,6,41
"1457",2018-03-02,36,6,42
"1458",2018-03-02,36,6,42
"1459",2018-03-02,35,6,41
"1460",2018-03-02,34,7,41
"1461",2018-03-02,33,8,41
"1462",2018-03-02,32,9,41
"1463",2018-03-02,30,11,41
"1464",2018-03-02,31,10,41
"1465",2018-03-03,31,10,41
"1466",2018-03-03,32,10,42
"1467",2018-03-03,33,8,41
"1468",2018-03-03,32,8,40
"1469",2018-03-03,31,8,39
"1470",2018-03-03,29,10,39
"1471",2018-03-03,27,12,39
"1472",2018-03-03,26,13,39
"1473",2018-03-03,28,10,38
"1474",2018-03-03,32,7,39
"1475",2018-03-03,36,5,41
"1476",2018-03-03,37,5,42
"1477",2018-03-03,37,5,42
"1478",2018-03-03,38,4,42
"1479",2018-03-03,37,4,41
"1480",2018-03-03,36,4,40
"1481",2018-03-03,35,4,39
"1482",2018-03-03,33,6,39
"1483",2018-03-03,32,8,40
"1484",2018-03-03,32,8,40
"1485",2018-03-03,32,8,40
"1486",2018-03-03,32,9,41
"1487",2018-03-03,32,9,41
"1488",2018-03-03,30,12,42
"1489",2018-03-04,32,10,42
"1490",2018-03-04,32,10,42
"1491",2018-03-04,31,10,41
"1492",2018-03-04,NA,NA,NA
"1493",2018-03-04,33,8,41
"1494",2018-03-04,32,9,41
"1495",2018-03-04,32,9,41
"1496",2018-03-04,31,9,40
"1497",2018-03-04,32,8,40
"1498",2018-03-04,34,7,41
"1499",2018-03-04,38,4,42
"1500",2018-03-04,38,4,42
"1501",2018-03-04,39,3,42
"1502",2018-03-04,39,3,42
"1503",2018-03-04,38,3,41
"1504",2018-03-04,38,3,41
"1505",2018-03-04,37,4,41
"1506",2018-03-04,36,5,41
"1507",2018-03-04,33,7,40
"1508",2018-03-04,33,7,40
"1509",2018-03-04,32,8,40
"1510",2018-03-04,30,9,39
"1511",2018-03-04,30,9,39
"1512",2018-03-04,32,9,41
"1513",2018-03-05,32,9,41
"1514",2018-03-05,33,8,41
"1515",2018-03-05,32,9,41
"1516",2018-03-05,32,9,41
"1517",2018-03-05,32,9,41
"1518",2018-03-05,30,11,41
"1519",2018-03-05,27,14,41
"1520",2018-03-05,23,17,40
"1521",2018-03-05,23,18,41
"1522",2018-03-05,25,15,40
"1523",2018-03-05,29,11,40
"1524",2018-03-05,27,13,40
"1525",2018-03-05,25,17,42
"1526",2018-03-05,19,25,44
"1527",2018-03-05,18,26,44
"1528",2018-03-05,17,27,44
"1529",2018-03-05,16,27,43
"1530",2018-03-05,20,22,42
"1531",2018-03-05,20,21,41
"1532",2018-03-05,18,24,42
"1533",2018-03-05,17,24,41
"1534",2018-03-05,21,18,39
"1535",2018-03-05,16,25,41
"1536",2018-03-05,20,21,41
"1537",2018-03-06,21,20,41
"1538",2018-03-06,32,8,40
"1539",2018-03-06,32,7,39
"1540",2018-03-06,31,8,39
"1541",2018-03-06,31,8,39
"1542",2018-03-06,30,9,39
"1543",2018-03-06,32,8,40
"1544",2018-03-06,28,13,41
"1545",2018-03-06,27,12,39
"1546",2018-03-06,26,12,38
"1547",2018-03-06,26,14,40
"1548",2018-03-06,30,11,41
"1549",2018-03-06,33,9,42
"1550",2018-03-06,34,8,42
"1551",2018-03-06,33,9,42
"1552",2018-03-06,33,9,42
"1553",2018-03-06,35,9,44
"1554",2018-03-06,34,9,43
"1555",2018-03-06,33,10,43
"1556",2018-03-06,34,9,43
"1557",2018-03-06,33,11,44
"1558",2018-03-06,33,11,44
"1559",2018-03-06,31,13,44
"1560",2018-03-06,29,14,43
"1561",2018-03-07,31,10,41
"1562",2018-03-07,27,14,41
"1563",2018-03-07,26,13,39
"1564",2018-03-07,26,12,38
"1565",2018-03-07,23,14,37
"1566",2018-03-07,19,18,37
"1567",2018-03-07,16,20,36
"1568",2018-03-07,16,20,36
"1569",2018-03-07,19,17,36
"1570",2018-03-07,24,11,35
"1571",2018-03-07,25,11,36
"1572",2018-03-07,24,12,36
"1573",2018-03-07,22,15,37
"1574",2018-03-07,18,20,38
"1575",2018-03-07,21,15,36
"1576",2018-03-07,19,17,36
"1577",2018-03-07,10,28,38
"1578",2018-03-07,13,24,37
"1579",2018-03-07,15,21,36
"1580",2018-03-07,16,21,37
"1581",2018-03-07,21,12,33
"1582",2018-03-07,22,10,32
"1583",2018-03-07,22,12,34
"1584",2018-03-07,23,10,33
"1585",2018-03-08,24,10,34
"1586",2018-03-08,25,9,34
"1587",2018-03-08,26,9,35
"1588",2018-03-08,27,8,35
"1589",2018-03-08,26,9,35
"1590",2018-03-08,29,6,35
"1591",2018-03-08,27,8,35
"1592",2018-03-08,25,12,37
"1593",2018-03-08,26,10,36
"1594",2018-03-08,25,11,36
"1595",2018-03-08,28,9,37
"1596",2018-03-08,28,9,37
"1597",2018-03-08,27,9,36
"1598",2018-03-08,27,9,36
"1599",2018-03-08,27,9,36
"1600",2018-03-08,27,9,36
"1601",2018-03-08,26,11,37
"1602",2018-03-08,23,13,36
"1603",2018-03-08,22,14,36
"1604",2018-03-08,20,16,36
"1605",2018-03-08,23,13,36
"1606",2018-03-08,24,11,35
"1607",2018-03-08,19,17,36
"1608",2018-03-08,21,12,33
"1609",2018-03-09,22,10,32
"1610",2018-03-09,22,10,32
"1611",2018-03-09,22,10,32
"1612",2018-03-09,21,10,31
"1613",2018-03-09,22,11,33
"1614",2018-03-09,22,12,34
"1615",2018-03-09,22,15,37
"1616",2018-03-09,22,17,39
"1617",2018-03-09,27,12,39
"1618",2018-03-09,34,6,40
"1619",2018-03-09,35,6,41
"1620",2018-03-09,35,5,40
"1621",2018-03-09,34,6,40
"1622",2018-03-09,33,5,38
"1623",2018-03-09,33,5,38
"1624",2018-03-09,34,5,39
"1625",2018-03-09,34,5,39
"1626",2018-03-09,34,6,40
"1627",2018-03-09,37,5,42
"1628",2018-03-09,36,6,42
"1629",2018-03-09,36,6,42
"1630",2018-03-09,36,5,41
"1631",2018-03-09,34,6,40
"1632",2018-03-09,31,8,39
"1633",2018-03-10,31,8,39
"1634",2018-03-10,29,9,38
"1635",2018-03-10,25,13,38
"1636",2018-03-10,26,11,37
"1637",2018-03-10,25,12,37
"1638",2018-03-10,22,15,37
"1639",2018-03-10,22,16,38
"1640",2018-03-10,27,11,38
"1641",2018-03-10,30,8,38
"1642",2018-03-10,33,5,38
"1643",2018-03-10,34,5,39
"1644",2018-03-10,32,9,41
"1645",2018-03-10,36,4,40
"1646",2018-03-10,37,3,40
"1647",2018-03-10,36,4,40
"1648",2018-03-10,36,5,41
"1649",2018-03-10,36,5,41
"1650",2018-03-10,35,6,41
"1651",2018-03-10,34,7,41
"1652",2018-03-10,33,8,41
"1653",2018-03-10,34,6,40
"1654",2018-03-10,35,6,41
"1655",2018-03-10,33,8,41
"1656",2018-03-10,30,11,41
"1657",2018-03-11,26,14,40
"1658",2018-03-11,26,12,38
"1659",2018-03-11,27,11,38
"1660",2018-03-11,NA,NA,NA
"1661",2018-03-11,25,13,38
"1662",2018-03-11,26,11,37
"1663",2018-03-11,26,12,38
"1664",2018-03-11,28,10,38
"1665",2018-03-11,30,8,38
"1666",2018-03-11,35,5,40
"1667",2018-03-11,37,3,40
"1668",2018-03-11,38,3,41
"1669",2018-03-11,38,2,40
"1670",2018-03-11,39,2,41
"1671",2018-03-11,38,4,42
"1672",2018-03-11,39,3,42
"1673",2018-03-11,35,6,41
"1674",2018-03-11,36,5,41
"1675",2018-03-11,33,9,42
"1676",2018-03-11,29,12,41
"1677",2018-03-11,27,14,41
"1678",2018-03-11,27,14,41
"1679",2018-03-11,27,14,41
"1680",2018-03-11,30,11,41
"1681",2018-03-12,28,12,40
"1682",2018-03-12,28,13,41
"1683",2018-03-12,28,13,41
"1684",2018-03-12,33,8,41
"1685",2018-03-12,33,8,41
"1686",2018-03-12,28,14,42
"1687",2018-03-12,24,17,41
"1688",2018-03-12,26,16,42
"1689",2018-03-12,27,14,41
"1690",2018-03-12,28,14,42
"1691",2018-03-12,30,11,41
"1692",2018-03-12,24,19,43
"1693",2018-03-12,26,16,42
"1694",2018-03-12,28,15,43
"1695",2018-03-12,27,15,42
"1696",2018-03-12,26,16,42
"1697",2018-03-12,26,17,43
"1698",2018-03-12,24,19,43
"1699",2018-03-12,21,21,42
"1700",2018-03-12,18,22,40
"1701",2018-03-12,13,27,40
"1702",2018-03-12,13,28,41
